x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
0.8220839,0.26084876,0.82639676,0.24874005,0.8181186,0.25100878,0.8351418,0.25569555,0.8146745,0.2625159,0.8491033,0.32665274,0.81016463,0.33808056,0.86232483,0.4082931,0.80391407,0.4260695,0.86272746,0.48639348,0.8039382,0.50152886,0.8476535,0.49605614,0.823188,0.5008526,0.850231,0.61864257,0.82746905,0.62179637,0.84612876,0.73476416,0.8294816,0.7366701
0.81925297,0.25901404,0.8235856,0.24715276,0.81583136,0.24915804,0.83311474,0.2532052,0.8136383,0.2595083,0.8477913,0.32286972,0.80971557,0.33326665,0.86123,0.40486938,0.8034952,0.42046356,0.862819,0.48528254,0.8033161,0.49712402,0.8462767,0.49278033,0.8225673,0.4969222,0.84905356,0.61694765,0.82804537,0.6195093,0.84518427,0.7361711,0.8304202,0.73682815
0.81720924,0.25138837,0.8215893,0.23951316,0.813755,0.24151908,0.8310408,0.24709128,0.8114449,0.25344187,0.84594125,0.31930813,0.8072754,0.33036572,0.86033726,0.40266147,0.8019118,0.4197607,0.8627737,0.48531,0.8018276,0.49822637,0.84520817,0.49116513,0.8209114,0.4959213,0.8501936,0.6161112,0.8273013,0.6191955,0.8484339,0.7355965,0.8307714,0.736811
0.81567395,0.2474403,0.82016677,0.23560315,0.81230396,0.23747006,0.8296963,0.24318719,0.80978674,0.24915601,0.84484637,0.3160637,0.80521995,0.32744187,0.8601794,0.3992884,0.8000545,0.4207668,0.86153287,0.4804788,0.80069846,0.5011594,0.8428342,0.49108317,0.8181662,0.49546945,0.84793514,0.6179111,0.8249337,0.62053007,0.847315,0.7382117,0.8310849,0.7389513
0.81310576,0.244118,0.8176822,0.23194948,0.80965674,0.23405245,0.8276307,0.23949948,0.80729485,0.24634512,0.84305745,0.31225502,0.8040218,0.3254865,0.859165,0.39379093,0.79986274,0.4201603,0.8601162,0.4742571,0.79997414,0.5029204,0.84143335,0.48672265,0.81717694,0.4916542,0.8452551,0.6139093,0.82364607,0.61706775,0.84467334,0.7345471,0.8302452,0.73578167
0.81048644,0.24252985,0.8150285,0.23050913,0.8070564,0.23252094,0.82508034,0.23734984,0.8052217,0.24404413,0.84094316,0.3077181,0.80210966,0.3202631,0.8573961,0.38769677,0.7972405,0.4104006,0.86072016,0.46905324,0.7962148,0.49431813,0.8400157,0.48103765,0.8162036,0.4858616,0.84207976,0.6081073,0.82285273,0.61107945,0.84004796,0.7300287,0.8292905,0.730784
0.8083047,0.2379608,0.8127741,0.2259367,0.8050243,0.22769196,0.82299596,0.23216751,0.8035208,0.2381041,0.83965284,0.30322596,0.8001165,0.31385207,0.85621244,0.3864028,0.7949812,0.40437368,0.85932904,0.4683767,0.7927715,0.48754925,0.83783484,0.48006985,0.814007,0.4838669,0.8383154,0.608662,0.8215086,0.61074406,0.83395094,0.7308321,0.827331,0.7304706
0.8060965,0.23406647,0.8107606,0.2220215,0.8029891,0.22347738,0.8215642,0.229337,0.80188984,0.23450656,0.83882105,0.30249783,0.7984647,0.31181136,0.85539716,0.3885268,0.79292965,0.4035223,0.85824823,0.47092587,0.7903054,0.4862196,0.8367669,0.48017067,0.81240577,0.48329332,0.8379451,0.6098806,0.8204924,0.6113766,0.83376896,0.73210233,0.8265204,0.7305751
0.80539465,0.2335559,0.8099516,0.22134744,0.80191755,0.22315831,0.8203371,0.22861429,0.80008525,0.23448351,0.8374862,0.30178678,0.7966966,0.3110745,0.85393375,0.38894874,0.790821,0.4004591,0.85639125,0.46858692,0.7879868,0.47255945,0.8355104,0.47652915,0.8109705,0.47976083,0.83454734,0.60648924,0.8175969,0.60832334,0.8299357,0.7310161,0.82368183,0.7302831
0.8036769,0.23428579,0.8083925,0.22210027,0.80044603,0.22382721,0.8193137,0.22870329,0.7990854,0.23439355,0.8363199,0.3001484,0.7958581,0.3092383,0.85279864,0.38618806,0.78906786,0.39740708,0.85654545,0.46624994,0.7863442,0.47063527,0.83468,0.47498932,0.8103197,0.47807592,0.83357143,0.6056884,0.8161402,0.607257,0.83143586,0.73005295,0.8242118,0.72872144
0.8031724,0.23400448,0.80783176,0.22161584,0.7997169,0.22358072,0.8183412,0.22742969,0.7977424,0.23362394,0.835072,0.29829413,0.7942867,0.30817485,0.85195845,0.38448748,0.7881269,0.39628363,0.85598344,0.4646077,0.78454727,0.4660167,0.83306646,0.4742022,0.80869293,0.47774026,0.8295911,0.60482955,0.81330127,0.6069948,0.8285923,0.73162216,0.8233358,0.7314355
